"","Id","Id.Type","Standard.Value"
"630","CHEMBL2426677","chemblid",6.31
"631","CHEMBL3945310","chemblid",1000
"632","CHEMBL3931716","chemblid",100
"633","CHEMBL3963523","chemblid",100
"634","CHEMBL1923512","chemblid",100
"635","CHEMBL3939196","chemblid",100
"636","CHEMBL3923109","chemblid",500
"637","CHEMBL2426680","chemblid",29.51
"638","CHEMBL186828","chemblid",NA
"639","CHEMBL403180","chemblid",1380
